userId,movieId,rating,timestamp
178345,1253,4.0,1340412196
226586,2268,5.0,1066860609
216883,2087,1.0,1050562438
217193,67255,4.0,1388886815
243955,253,4.0,943374727
31178,648,3.0,852170575
72289,648,4.0,849273485
7366,648,3.0,856518759
224752,253,1.0,832071531
143889,8968,2.5,1223406182
256690,48591,2.5,1207676720
161978,648,5.0,981643840
214259,55955,1.5,1482179277
167418,2687,3.5,1469077052
102009,26152,2.0,1294091900
35470,1253,5.0,1360443115
18300,2087,3.0,967610734
194141,648,3.0,1123832820
145643,648,4.0,1174955493
13715,648,4.0,853504841
197409,74436,4.5,1484035748
19580,4975,1.5,1114393225
98756,1253,5.0,903029939
198430,2087,4.5,1481252035
92952,2087,3.5,1388416542
25808,2268,3.0,996723828
55307,2268,5.0,1171847000
260516,648,5.0,865809676
167097,4975,2.5,1155782170
192841,648,1.0,843381708
54261,2268,3.0,938522936
254135,6283,3.0,1171757122
225535,2087,4.0,1490916585
146207,648,4.0,945049881
7535,2087,4.0,962851630
134855,2268,4.0,1063644483
38269,2268,5.0,1420263883
22033,4975,4.0,1029814055
102451,253,3.0,844605065
241942,2013,4.0,1377423924
160861,2687,4.0,1413242127
246900,648,4.0,1008309983
175785,253,2.0,835381863
156258,2687,4.0,1337651261
237681,2687,4.5,1459382718
118087,1588,4.0,950262010
24349,26947,3.5,1465644267
125679,648,4.0,883195177
204963,648,3.0,851812096
42712,709,4.0,966637172
212617,1363,2.0,1119365699
146280,648,3.0,951093984
257462,2268,5.0,1068742219
201236,3168,4.5,1298235594
199282,2087,1.0,1145533369
173785,648,4.0,980626595
200182,648,3.0,1279002981
97945,648,3.0,905013824
120911,253,4.0,831764181
196198,278,3.0,1181160583
199282,1253,2.0,1145530931
120601,3168,4.0,1233082961
73601,8968,3.5,1389744210
16904,253,4.0,1258514198
189640,1363,5.0,858876919
69949,1363,1.0,964212889
64917,2312,4.0,938934215
45139,69406,3.0,1256655227
134408,195,3.0,1087014057
226106,253,5.0,832123817
59924,2268,5.0,976312108
23057,648,5.0,862391020
99009,3168,2.0,955393477
7469,383,3.0,980113579
251547,48591,1.0,1217199472
170833,8968,4.0,1320780662
181422,383,5.0,848994633
114959,648,5.0,853691357
182166,648,4.0,860302412
35936,383,4.0,1105331625
147640,2268,4.5,1343773316
147287,4975,4.0,1022453540
171800,648,3.0,877091565
186214,1588,4.0,1127272769
40924,4975,4.0,1142882544
242020,67255,4.0,1415494019
58990,648,4.0,1394238057
200766,4975,0.5,1110056699
186267,648,3.0,865027882
66132,648,5.0,850560871
106051,2087,3.5,1167706496
193177,2268,5.0,1155619513
116795,2268,5.0,939801473
157481,3168,4.0,1444869527
33447,2013,3.5,1277343081
184997,2087,4.0,979955155
104024,253,3.0,827994687
32294,6535,0.5,1110482765
161709,1253,1.0,1385318918
49761,253,3.0,842884272
150883,2268,3.0,1068825638
62439,253,4.0,837118895
225711,4975,3.5,1127829932
63233,3168,4.0,1226061649
210755,253,4.0,844452912
120937,617,5.0,1451405268
186865,2087,3.0,1302897050
267623,278,3.0,849011552
235668,709,3.0,1322995542
208526,709,3.0,1112931371
48270,253,4.5,1168865699
100338,8968,3.0,1125165335
127140,6535,4.0,1057593099
218130,6535,1.5,1152582816
56056,3168,5.0,1337353514
165164,195,1.0,1117513765
167336,2268,5.0,951108384
134286,2087,4.0,1005441151
119907,26947,4.0,1483139672
163146,253,3.0,834040106
113593,6283,5.0,1111553067
181943,648,3.0,965757738
32862,751,2.0,1180310723
78442,648,5.0,865334806
71116,648,3.0,980482866
44723,2687,3.0,1216574657
124567,278,3.0,838904708
104008,253,3.0,1121702982
227852,253,3.0,834754604
94138,648,3.5,1439913395
205424,5592,2.5,1456449228
94625,253,3.0,1485970367
234484,8770,3.0,1120005433
212845,648,3.0,835370847
64300,3168,2.5,1271730568
176361,2268,4.0,1195245020
164952,2268,3.0,1133196382
45608,3133,5.0,965058377
139647,648,2.0,879014334
268838,2268,5.0,1018231055
269789,648,1.5,1148152018
18913,2268,5.0,1176840748
52905,253,5.0,859723143
152625,648,4.0,974759588
94541,2268,3.0,943012821
129406,253,2.5,1105466883
61395,2687,2.0,1179008137
64759,6535,3.0,1151940909
15833,648,4.0,835813368
48148,3168,3.0,1492472057
254618,4975,3.0,1500212210
16767,6535,0.5,1351870817
106898,2687,5.0,934089212
187901,648,3.0,1404317211
188471,253,2.5,1115517533
167946,680,4.0,950474844
24091,2312,5.0,1069178114
182650,680,3.0,1045837355
212803,6535,0.5,1362442855
53604,648,2.0,979236800
101230,4975,3.5,1319756258
79058,2268,3.0,1111483227
72675,195,2.0,974739533
185908,253,5.0,1228087699
267505,67255,5.0,1496151185
89263,2687,1.5,1231001323
47259,253,5.0,1114142002
264189,47721,4.5,1345072570
63752,648,4.0,852490158
84536,69406,4.0,1494843552
137145,709,2.0,881693800
113342,2087,4.0,1301238147
8424,648,4.0,1460824642
220090,648,4.5,1364239745
40877,42725,5.0,1214489421
169582,253,3.5,1121071564
117259,383,3.0,967778230
42112,648,2.0,854797381
52560,648,5.0,852778569
213822,2687,4.0,994533136
164358,648,4.0,851188341
98724,648,3.0,850395281
142262,8968,2.0,1309494771
86745,253,5.0,1123396547
269757,648,4.0,868817569
65274,253,4.5,1432110404
46199,2268,4.5,1082876348
87775,253,4.0,963631194
213769,2268,5.0,1277970879
125257,6283,4.5,1072636769
213775,195,5.0,852759743
228291,67255,3.5,1278302092
189368,2687,5.0,1437781556
200720,6535,4.0,1152045581
119197,2687,4.0,1483230029
76420,2087,3.0,1019337525
260768,648,4.0,839498488
55447,1253,3.0,1440798426
172001,2268,4.0,1166111370
142979,2013,3.0,1138124435
234110,2268,3.5,1128112323
91825,253,3.0,1002303585
38003,65612,5.0,1409361816
244190,4485,1.5,1064202517
171264,2312,4.0,938954446
256184,67255,4.0,1338805786
51276,4975,2.5,1218089754
209768,709,3.0,1118415486
59333,1487,5.0,940289898
164566,42725,5.0,1372943500
247058,648,5.0,1129426722
122657,6283,4.0,1100563481
103045,2268,3.5,1470681763
138100,648,3.0,836532116
246483,648,1.0,975645395
248321,253,3.5,1169832887
5998,648,4.0,842029913
177929,8968,4.0,1112408403
178668,67255,4.0,1431492063
47689,2087,3.5,1458493513
266212,2013,3.0,963635959
232561,253,2.5,1092223464
99392,648,5.0,860069183
44792,3168,3.5,1103346046
148652,48591,3.0,1412249487
265662,253,3.0,832683547
73598,67255,3.0,1293365761
112936,2268,3.0,1478450176
125760,648,3.0,1278353402
75398,6535,4.0,1461423327
80922,4049,3.5,1151442744
51709,2268,4.0,1107207526
262628,195,4.0,1134488104
36790,4975,3.5,1463874688
58124,2087,4.0,1265901237
129029,648,3.0,933780533
143087,253,3.0,943725393
251920,253,3.0,843244641
80265,4975,2.0,1111552467
217456,648,3.0,854712674
4637,648,3.0,850761927
2489,4975,3.5,1489262168
14203,253,1.0,840850792
362,253,5.0,945392174
213165,648,3.0,965682151
56121,253,2.0,849246042
181692,383,4.0,1161118066
125391,1588,1.5,1404502942
53787,105325,4.0,1487626620
119641,253,3.0,839630805
57929,47721,4.5,1352762947
260201,1588,3.0,1184708400
217023,253,3.0,834472468
187896,253,2.5,1132777315
39560,4975,4.5,1464660041
111830,648,4.0,1202704753
188486,2013,4.0,955091267
79642,253,4.5,1453955582
55859,383,2.0,945465599
263311,2687,4.0,1241229514
152346,5279,3.0,1124548804
79451,67255,2.5,1284313324
65889,55955,3.5,1227979558
67780,4975,4.0,1008385547
3286,8968,2.5,1168047687
105129,1363,1.0,882883547
93965,26152,4.0,1186250592
129162,253,3.0,952141047
85255,67255,4.0,1284942203
49318,648,3.0,857917814
153852,4975,3.0,1443447997
104632,680,4.0,948569000
256223,1253,5.0,900275180
91844,3168,4.0,1181173761
200468,3168,5.0,966569318
237722,47261,1.0,1171363913
86429,6535,2.5,1437756550
241425,648,3.0,1221239853
170848,4975,3.0,1455983132
80893,2013,4.0,1186358325
56752,2013,2.0,1078005287
42885,1253,4.0,1077951594
187631,648,2.5,1136825609
258256,6535,2.5,1438641496
217885,253,4.0,845279608
194212,1363,1.0,971785664
247869,383,3.0,1248911194
20105,1588,2.5,1172858009
153250,648,2.0,978915778
265136,1253,3.5,1315096886
244860,1253,3.0,968391111
114215,634,1.0,1066365534
69191,648,3.5,1288571230
193702,6283,4.5,1500072410
257517,6283,3.5,1217406587
173593,648,4.0,1486565332
21639,648,2.5,1258812630
123972,195,4.0,842192706
266151,31694,4.0,1235417744
201312,3168,3.5,1236596647
71936,4975,1.5,1441987262
83698,195,1.0,849779929
19748,648,5.0,854376177
110035,2013,3.5,1274781000
246248,2268,2.0,1484391118
266255,4975,3.5,1460968142
188515,648,4.0,965246035
241513,680,2.0,1008826452
228675,2268,4.0,1452534314
152250,2268,4.0,1339375579
268036,648,3.5,1111543483
184347,4808,3.0,1091452082
214563,648,3.0,866039374
251166,3168,3.5,1230664540
185742,253,4.0,1010095870
223678,253,3.0,845496481
216538,6283,3.0,1413954088
214217,4975,4.5,1366431194
56671,6535,3.0,1115626997
135536,151933,3.0,1477304060
106584,4975,2.5,1443883397
212413,4975,4.0,1022420798
212712,2268,4.0,1097676620
117518,4975,3.0,1499828011
121792,26152,3.0,1228359942
62632,2268,4.0,939027591
211227,2013,4.0,960243774
208759,3168,2.0,982941633
38845,4975,4.0,1491419713
102549,1363,4.0,859739322
227557,2013,4.5,1201306757
159872,2013,2.0,1040183784
221532,287,5.0,1493316014
106397,2013,4.0,1281893635
262767,253,4.0,1476743489
210655,253,3.0,1090637132
243949,1588,1.0,1102722801
132035,648,4.0,1479753814
258648,253,3.5,1106917847
216414,4975,1.0,1321176421
201519,634,3.0,849545370
142672,195,3.0,842905758
204640,2268,3.0,948230396
124272,648,5.0,1474347183
157956,253,3.0,1087593703
78001,1363,3.0,861050115
42923,6283,4.5,1239433590
97132,648,3.5,1094871045
14103,4975,5.0,1471193553
32148,253,4.0,1077246031
267198,648,1.0,849295981
48341,648,3.0,852416828
10841,253,3.0,967904004
96958,2087,4.0,1115602125
66090,648,4.0,840603970
38474,2734,3.0,953361531
176764,6283,3.5,1221519846
159289,3133,5.0,971638134
139377,1253,4.0,965443538
59525,2687,5.0,1286677332
199157,648,3.0,1165025021
86479,253,4.5,1495177282
68367,2687,3.0,934989236
244705,2268,3.5,1219696056
122503,69406,5.0,1386650578
116917,4975,2.5,1311524369
59782,80241,3.0,1498784426
226185,67255,3.5,1300754725
133968,648,1.0,852037578
182697,2087,4.0,1065335522
64210,2268,4.0,1083916538
113808,253,4.0,841145877
72969,2687,2.5,1126749577
123539,2687,4.0,956687970
241825,3168,1.0,1318196785
4964,253,3.0,1121808969
245466,253,3.0,1184119190
33312,3168,5.0,969671207
84301,2687,2.0,1005855141
76304,2268,4.0,1236552511
251833,648,4.0,1234149771
79859,648,3.5,1081724126
218630,2687,3.0,1482153355
166085,2268,3.0,965347349
56312,648,3.5,1077478760
146140,2734,2.0,954952614
10213,67255,3.0,1437935557
55038,6535,5.0,1459161010
46839,3168,5.0,1004178967
48049,648,3.5,1381466638
60451,648,4.0,858340150
112675,648,3.0,1292264983
188645,648,3.0,855599273
41598,6283,3.5,1109631667
188493,253,4.5,1092558359
129324,648,4.0,1178779781
192444,253,3.5,1491944321
80034,1686,4.0,973052997
68083,4975,1.5,1154824248
165044,709,3.0,1489923880
69029,648,4.0,896092868
177149,38198,4.0,1332192437
60923,648,2.0,896275644
110025,2087,4.5,1072535695
269083,195,3.5,1307156364
221367,2268,5.0,940365983
110633,253,4.0,837696231
237973,648,4.0,1009955988
212112,2087,3.5,1115196660
109414,1253,4.5,1217036484
178711,2087,4.0,1341338690
25017,7234,4.5,1091204283
256402,648,4.0,976042500
33338,67255,4.5,1410424646
107782,4975,4.0,1217608401
244769,648,1.0,938748275
62962,47721,4.5,1486269212
269718,648,3.0,866163329
78360,253,4.0,1093650822
139182,648,5.0,853614809
89466,278,3.0,833235265
258624,253,4.0,848674499
246056,648,2.5,1109961256
219868,195,3.0,840913328
57719,69406,4.0,1495184435
149150,253,4.0,847455861
249125,648,4.0,962602444
11342,253,3.0,836981724
203084,195,4.0,1094380170
236029,4975,4.0,1112390926
168427,1588,3.0,1493313233
183120,1253,4.0,944894258
262982,1487,3.0,962424486
237914,2087,4.0,1109806926
259349,253,4.5,1370883537
243907,648,3.0,1313459392
153227,2087,4.0,1247609638
268587,2087,4.0,1299845479
97706,648,3.5,1286089267
96839,253,1.0,956678528
247763,648,2.0,941559753
130309,26152,1.5,1132258826
54497,2268,5.0,995912760
221031,1487,5.0,992524051
13113,648,2.0,836980312
247659,1487,4.0,860276198
101512,253,3.0,850919524
20024,1588,4.0,1340050733
252829,648,4.0,865966392
17500,648,5.0,836305176
208715,1253,5.0,1190268362
18151,648,4.0,929667396
179067,2268,5.0,945059447
97000,253,4.0,1145053574
90053,2268,4.0,944909093
248613,2687,3.5,1494115106
54955,648,4.0,848218325
234373,253,1.0,836290124
191187,253,5.0,1294977123
181436,253,4.0,1095755626
229141,1588,4.0,965233081
203128,648,4.0,1498411270
222647,30942,1.0,1226223288
96009,253,3.0,837380968
152874,4975,4.0,1106564787
177149,253,3.0,1243423194
227348,80241,3.5,1320591443
93965,648,3.0,1039404833
207725,648,4.0,843825202
204071,648,4.0,1270216777
151312,3168,3.5,1447648454
69058,483,4.0,1031006852
228564,253,5.0,839254739
245152,2963,4.0,954505388
63103,4975,5.0,1010371896
84538,2268,3.5,1082983804
4631,69406,3.0,1440102593
203432,2268,5.0,962583939
187347,253,3.0,834833297
190507,253,3.5,1327958539
198011,195,4.0,964479885
136576,648,4.0,837617473
189505,648,3.5,1358276849
59449,287,3.0,1075736682
109155,253,3.0,1199650852
151784,2687,3.0,1394265423
61968,5422,3.0,1031716554
158761,4975,4.0,1389550376
175160,648,5.0,1149090760
201378,253,3.0,835367124
247818,69406,3.0,1264108540
123413,2687,4.0,1004325737
191334,2087,4.0,1295396650
179137,648,4.0,961515889
167808,8922,2.5,1232822217
55812,253,3.0,1094829140
59554,2734,3.0,987548903
115346,648,4.5,1106860682
106595,709,4.0,945903052
173247,648,5.0,1001085973
46382,648,4.0,956458244
119211,648,5.0,1044835355
248362,6535,5.0,1153656050
267017,151933,3.5,1500749239
267163,648,3.5,1115563067
173199,648,4.0,1444531413
8326,6535,4.0,1257466976
204355,2268,5.0,962605915
17489,1686,3.0,962656592
180793,4975,4.0,1441585099
147792,648,5.0,841431709
15026,2013,3.0,975243796
239313,2268,3.5,1463685839
247317,648,3.0,1023406100
38983,2687,3.0,964712933
229425,648,3.0,864755629
89892,253,3.0,830502051
179586,4975,4.0,1027480919
216167,2268,4.0,1019577430
100838,253,3.5,1471706900
129463,6283,4.5,1109260725
196534,648,3.0,833554710
71959,253,4.5,1217306728
43154,2687,3.5,1437256412
46402,253,5.0,1304982635
45994,96411,4.5,1416161308
89552,6283,5.0,1479068085
34721,7234,3.5,1431886984
204911,2268,4.0,956631090
4937,3168,4.5,1104221156
213981,253,4.0,840699761
15306,1253,2.5,1256390323
127957,195,4.0,838211725
19098,2268,5.0,1025847759
231574,648,4.0,852724332
15711,648,2.0,1281839141
71738,253,5.0,833713658
49395,648,4.0,1388324850
218482,5252,4.0,1500667209
193983,383,4.0,1024069654
41914,253,1.0,844255794
232762,26947,3.0,1377367612
151066,648,5.0,1456783246
56523,6283,4.5,1285281372
60923,26152,3.5,1131255589
105124,67255,4.5,1315598889
50074,2268,4.0,1461735666
210390,648,3.0,1267527674
187686,2734,4.0,1006834008
45637,383,5.0,846088064
71117,253,3.0,941541502
205922,253,3.5,1296856893
266723,253,4.0,832676256
253773,1253,5.0,938577517
222834,648,2.0,1268753770
242396,648,4.0,1206558012
261128,253,4.5,1223759380
62116,1253,4.0,955164402
228669,287,1.0,950920588
27477,69406,5.0,1490986463
53227,648,3.0,1019969298
38556,648,5.0,902257726
26624,7234,4.0,1447612153
162142,648,3.0,1354795987
130185,253,3.0,830532706
39306,6535,1.0,1121583991
237743,253,3.5,1455139929
266694,1588,3.0,1391278979
218888,253,3.0,835780403
55351,2013,3.0,962149376
141581,253,4.0,836559393
260967,7234,5.0,1171866434
212219,2013,3.0,942437332
192722,2087,4.0,959647711
4359,648,3.0,1110465810
201758,1253,4.0,1043383284
141462,2268,3.5,1457846212
35367,7234,4.0,1292569936
202057,253,5.0,924841773
212775,1253,4.0,861545726
107716,648,4.0,1042175544
148719,65612,3.0,1319516212
188905,1686,4.0,894563553
171081,648,3.0,1114060108
180921,253,5.0,832882919
148778,2268,3.5,1129623931
11136,1588,4.0,989290669
71115,253,3.5,1176118130
141171,2268,4.5,1492710128
26860,648,3.5,1111482525
53349,1588,3.0,1305930097
101013,2087,4.0,1012606618
89480,253,3.0,833059152
17123,648,2.0,1174218318
234784,2013,5.0,952090898
258474,2687,3.0,1441836877
20896,648,1.0,876329766
213159,383,4.0,944929862
3694,3938,2.5,1067545627
223964,2013,3.5,1131581167
248560,69406,4.0,1449827559
124398,2268,4.5,1474223071
212247,253,4.0,1484024582
9566,648,4.0,1013556650
267667,2268,5.0,967754563
63645,648,3.0,855496767
58000,2087,3.0,1232211474
223519,2013,4.0,1018882860
58774,648,4.0,837157065
254348,2087,0.5,1303831431
45700,1363,3.5,1477284946
18762,253,3.0,960905610
99052,648,3.0,995397132
58036,253,4.0,852753213
224019,1253,5.0,1012265740
167775,1253,5.0,1002136575
186455,648,3.0,840484325
129404,383,4.0,862996618
200334,2312,3.0,994540530
57144,2013,1.0,1221547181
198630,648,3.0,843207371
221274,1588,3.0,964815695
71838,3168,5.0,992544026
38082,67255,4.5,1342627025
169430,26152,1.5,1149712168
74699,680,4.5,1111611878
221289,65612,3.5,1232652637
49475,648,4.0,1131059235
91263,648,3.5,1290983457
172717,648,2.0,1234728843
53921,253,3.0,1128961476
61784,6283,4.5,1067529620
62112,3168,5.0,1252604312
97918,3168,2.0,1450213276
54061,6535,2.5,1135824853
60866,253,3.5,1111652126
221658,648,4.0,960315327
157751,253,4.0,836505803
238486,2268,3.5,1454618349
195547,253,4.0,835682017
43694,67255,3.0,1476495956
213291,2268,4.0,1144352325
72295,4975,4.0,1148255041
252644,6283,4.5,1222473114
127791,3168,3.0,1246066036
98938,278,3.0,840708118
102517,648,3.0,854735570
71242,253,2.5,1132607457
150208,4975,4.0,1063481129
125248,3168,3.5,1175012742
42620,4975,4.0,1435906421
83546,7234,2.0,1176583639
83702,2312,5.0,959876515
169812,253,3.0,884615303
44101,2268,3.5,1303743294
253391,6283,5.0,1107196796
46502,648,1.0,1331665115
110393,7234,4.5,1325460708
241183,1363,3.0,975913021
124194,2687,4.0,1371530489
17110,648,3.0,852514218
51140,2268,4.0,966223418
15986,3064,1.0,1016768832
47012,648,4.0,860955547
2658,1588,3.0,913231087
240700,648,3.0,850214912
220052,383,3.0,955086519
79566,1588,4.0,966686523
227352,31694,3.5,1261319421
201297,2734,3.0,1004694243
270548,2268,3.5,1112153303
239347,2687,4.5,1079366572
150950,195,3.0,973197463
210792,69406,1.5,1467060337
52257,253,3.0,832876210
17856,195,2.5,1104651413
113379,648,4.0,834343079
44016,26302,4.5,1276815032
81423,680,3.0,976318504
35132,648,4.0,971351013
4940,4975,3.5,1214274258
47526,383,4.0,834725890
196898,4975,4.0,1044512561
176838,2268,4.0,1384238249
230116,2087,3.0,1000970176
164247,680,3.0,840476518
178304,2687,3.5,1080070942
35744,3168,3.5,1219731545
120566,648,4.0,1008034828
6368,2013,3.5,1390900384
139900,1253,3.5,1354428647
254781,26152,3.0,1276993794
205789,3168,5.0,949706775
264076,1253,4.0,940544621
212079,253,3.0,1296206471
103386,253,4.0,1114110578
172424,648,3.0,852362839
240689,253,4.0,835029844
198542,2734,1.0,1225500202
130041,253,3.0,1153384455
66785,2734,3.0,966579569
207597,2268,4.5,1155927174
68615,67255,4.0,1459390858
225427,1253,5.0,952903712
202233,648,3.0,857575871
253124,1487,3.0,939088873
124604,709,3.0,848514021
127831,253,1.0,839138366
165617,42725,3.5,1458704816
122268,6535,2.5,1302309310
239864,2013,4.0,1087018553
8659,67,3.0,1019497727
224739,3168,4.0,1039798359
212904,1588,2.5,1113108612
157850,2013,3.5,1099242981
173611,709,2.5,1444930549
114604,2013,4.0,1043117619
65429,383,4.5,1241275060
265071,648,4.0,850508284
125054,648,3.0,859903644
99714,253,3.0,831760073
7405,2312,5.0,953233064
77814,2268,4.0,982012867
62309,648,5.0,1486852754
9164,2268,3.5,1073599466
160857,648,3.0,868353715
209271,253,4.0,1165251525
64552,42725,4.0,1224223691
198908,4975,3.0,1022223979
97645,8968,2.5,1123704431
174899,253,3.0,960199225
52386,709,3.0,843052649
237678,2268,4.0,1330591937
99524,2687,5.0,962636600
98267,67255,2.5,1481228372
69053,6283,5.0,1259166481
83098,253,4.0,835658523
13396,253,1.0,846655343
172224,42725,3.5,1170746516
59428,1583,4.0,944977906
241028,2087,5.0,1478318141
215979,4975,3.5,1086844579
24736,1363,2.0,867314323
264862,4977,3.5,1056917220
228326,253,4.0,1454982563
208096,278,3.0,833466448
25442,2268,4.0,941568893
142087,4975,1.0,1225246496
201592,2734,3.0,1141580138
184360,69406,5.0,1425588419
110032,4975,3.0,1269639436
104650,253,4.0,835874632
253884,2268,3.5,1143615364
239738,2687,5.0,951959634
148457,6535,2.0,1058669016
164792,3064,2.0,975537923
169960,648,3.0,847534262
185742,2013,4.0,1010093935
226554,4975,4.0,1024350983
251873,1588,2.0,1053195857
59339,2087,4.0,1013295399
240351,253,4.0,840518385
147996,253,5.0,1046647483
179577,253,4.5,1200137273
128561,6283,5.0,1484969882
208646,648,3.0,1135941246
10991,253,4.0,1207815773
3948,6535,2.0,1185248755
118426,253,5.0,835698264
149517,47261,3.0,1445290316
14244,648,3.5,1180638831
125187,383,3.0,835958812
115672,2268,3.0,1134403929
244225,648,3.5,1201815973
127284,6283,4.0,1439825529
185589,648,4.0,925762529
133121,383,2.0,862573102
260633,2013,1.0,938805346
57587,1588,3.0,958109760
258487,2687,3.0,951780804
154018,6535,3.0,1086083573
95933,42725,4.5,1445967326
213166,2268,3.0,1483908711
156570,2268,5.0,967352182
31254,253,3.0,840845364
28601,648,5.0,1061979074
228635,2268,5.0,943312508
225597,2734,4.0,978176109
170444,253,2.0,1127960519
229180,253,3.0,832431095
253722,1686,5.0,962910290
113913,3168,4.0,1477607415
142031,3168,4.0,948163619
223367,6283,5.0,1192923282
177593,140443,3.0,1459936508
181927,383,3.0,839431465
22904,634,1.0,863363767
116710,383,3.0,835681597
207753,648,3.0,855857007
22513,253,4.0,848429341
238311,1588,3.0,941552192
164531,195,4.0,942055687
222997,55955,4.0,1241995735
78856,2268,3.0,1032289481
117432,383,3.0,1078146307
18413,2087,1.5,1111557388
60819,253,4.0,1123452622
270313,2687,3.0,1233007187
20265,648,5.0,987646684
188993,383,3.0,965756997
163011,648,5.0,987836989
119303,2268,3.5,1174183842
3627,648,5.0,837962762
113007,2268,4.0,1281902773
10633,383,3.0,831929823
221381,253,4.0,840980626
242644,648,3.5,1115741801
128008,4808,2.5,1272754873
140164,648,4.0,901145772
250049,709,3.0,835010311
188352,648,2.5,1385422671
20496,648,4.0,1036736150
188523,8968,4.5,1176162564
18746,648,3.0,865848212
155927,1588,4.0,1024810914
53665,1588,1.5,1215725191
196989,47261,3.0,1167283264
191737,648,4.0,944895227
80401,648,5.0,1313541591
40713,253,5.0,1450360654
213747,253,3.0,1226861329
10855,648,0.5,1172450724
207374,278,3.0,842979129
90393,2312,2.0,1197173691
152810,383,1.0,1017932107
189828,648,3.5,1345791807
188333,47261,3.0,1444496975
153825,648,4.5,1168848175
61437,4808,3.0,1197186934
34160,67255,4.5,1371929165
10163,4975,4.5,1131057514
232793,2687,3.0,948154603
46154,253,3.0,859554172
45268,253,5.0,1124129641
108567,2013,4.5,1090373726
235922,648,4.0,837783016
150864,617,3.0,1470347383
244468,648,3.0,1227795777
184458,3133,4.0,953536984
85340,253,3.0,835315474
25129,648,4.0,858801909
119695,253,3.0,840694722
174786,2087,2.0,960183654
258507,648,3.5,1251403687
220115,2268,4.0,1004907324
184719,648,4.0,979189934
226587,648,4.0,1090197361
198127,253,4.0,954322586
74531,383,4.0,945962926
263612,6535,3.0,1244227639
147933,1363,3.0,857251401
217414,648,4.0,972778176
112681,253,3.0,1118254554
261363,2268,4.0,1294905381
132548,648,3.5,1080975333
220675,648,4.0,901667979
69360,648,4.0,1111474376
239493,2687,3.5,1167268507
125966,2087,1.0,1463996440
172224,6471,3.0,1055286409
55366,3168,5.0,977969806
157750,253,4.0,966743595
80074,2087,3.0,992769591
64650,69406,4.5,1320339426
196718,648,2.5,1225227622
208461,42725,3.0,1496549081
54955,253,3.0,848217993
254047,648,3.5,1260408484
81555,2268,5.0,939889463
115892,648,4.0,861376226
106888,4975,3.0,1013184275
28230,648,1.5,1112503965
38829,709,5.0,1231452865
198027,253,5.0,836577672
37818,648,3.0,843922719
136664,2268,3.5,1484956336
69058,2013,3.0,1030766956
173697,648,4.0,860077575
253401,4975,5.0,1113381721
216362,26123,2.0,1196090358
